Method,ID,THR,CLOSE,FAR,POS,NEG,AUC,AUPR
CoMap,P09884,5,8,16,2002,2002,0.506993006993007,0.520872869789393
DCA,P09884,5,8,16,2002,2002,0.834718727825623,0.854450837449908
GaussDCA,P09884,5,8,16,2002,2002,0.822624927520033,0.84493054181116
ZMIp,P09884,5,8,16,2002,2002,0.572030117734413,0.559460447103179
PSICOV,P09884,5,8,16,2002,2002,0.593425430713143,0.601143638057878
PHACE,P09936,0,8,16,1091,1091,0.806773358559869,0.859813041121603
CAPS,P09936,0,8,16,1091,1091,0.531719400712941,0.56681864457534
CAPS_Bootstrap,P09936,0,8,16,1091,1091,0.531143906354886,0.55490032124429
CoMap,P09936,0,8,16,1091,1091,0.510082913194447,0.52774319943188
DCA,P09936,0,8,16,1091,1091,0.755461945540593,0.787537522188948
GaussDCA,P09936,0,8,16,1091,1091,0.74574323206033,0.777458785418419
ZMIp,P09936,0,8,16,1091,1091,0.619149595767723,0.629449684724163
PSICOV,P09936,0,8,16,1091,1091,0.638304736444587,0.668767673642894
PHACE,P09936,5,8,16,472,472,0.59839575553002,0.672303854165834
CAPS,P09936,5,8,16,472,472,0.507698039356507,0.52434133365973
CAPS_Bootstrap,P09936,5,8,16,472,472,0.507307526572824,0.512538568516618
CoMap,P09936,5,8,16,472,472,0.508474576271186,0.524486792915407
DCA,P09936,5,8,16,472,472,0.71387981183568,0.753931774078882
GaussDCA,P09936,5,8,16,472,472,0.703452671646078,0.749006672135895
ZMIp,P09936,5,8,16,472,472,0.536380530020109,0.556068642141695
PSICOV,P09936,5,8,16,472,472,0.514332268026429,0.543733160230571
PHACE,P0C0L4,0,8,16,3320,3320,0.909015005806362,0.934899714580216
CAPS,P0C0L4,0,8,16,3320,3320,0.661764225577007,0.717346380381935
CAPS_Bootstrap,P0C0L4,0,8,16,3320,3320,0.658648887719553,0.696993882528464
CoMap,P0C0L4,0,8,16,3320,3320,0.504519478516476,0.514475531806421
DCA,P0C0L4,0,8,16,3320,3320,0.880774967339236,0.892762214094964
GaussDCA,P0C0L4,0,8,16,3320,3320,0.873316791261432,0.886668266995696
ZMIp,P0C0L4,0,8,16,3320,3320,0.592647064160256,0.590473581947473
PSICOV,P0C0L4,0,8,16,3320,3320,SameVal,0
PHACE,P0C0L4,5,8,16,1449,1449,0.843942730071097,0.88742602468357
CAPS,P0C0L4,5,8,16,1449,1449,0.663339129672733,0.722900683952834
CAPS_Bootstrap,P0C0L4,5,8,16,1449,1449,0.661374946954207,0.706932794281138
CoMap,P0C0L4,5,8,16,1449,1449,0.501725327812284,0.506352697994745
DCA,P0C0L4,5,8,16,1449,1449,0.805042958162051,0.824646013957836
GaussDCA,P0C0L4,5,8,16,1449,1449,0.78936569376753,0.808952906927578
ZMIp,P0C0L4,5,8,16,1449,1449,0.517433074188858,0.517644749227535
PSICOV,P0C0L4,5,8,16,1449,1449,SameVal,0
PHACE,P0C7P0,0,8,16,417,417,0.74469345387,0.794499774963734
CAPS,P0C7P0,0,8,16,417,417,0.538349176773689,0.580460812981672
CAPS_Bootstrap,P0C7P0,0,8,16,417,417,0.538429687904353,0.582123036436253
CoMap,P0C7P0,0,8,16,417,417,0.520383693045564,0.55006380089628
DCA,P0C7P0,0,8,16,417,417,0.700665366986986,0.723850072279845
GaussDCA,P0C7P0,0,8,16,417,417,0.699434696846839,0.726683546824209
ZMIp,P0C7P0,0,8,16,417,417,0.637573394521793,0.639462076329636
PSICOV,P0C7P0,0,8,16,417,417,0.670186153235685,0.704679997842685
PHACE,P0C7P0,5,8,16,215,215,0.563007030827474,0.602494170124506
CAPS,P0C7P0,5,8,16,215,215,0.523288263926447,0.554131183915956
CAPS_Bootstrap,P0C7P0,5,8,16,215,215,0.523331530557058,0.555169060898813
CoMap,P0C7P0,5,8,16,215,215,0.513953488372093,0.536874334045046
DCA,P0C7P0,5,8,16,215,215,0.589637641968632,0.603918279469435
GaussDCA,P0C7P0,5,8,16,215,215,0.587777176852353,0.601521824897622
ZMIp,P0C7P0,5,8,16,215,215,0.564088696592753,0.541303585198845
PSICOV,P0C7P0,5,8,16,215,215,0.616354786371011,0.622831271906554
PHACE,P0CG29,0,8,16,1218,1218,0.897363305211105,0.915982669065022
CAPS,P0CG29,0,8,16,1218,1218,0.514375904939859,0.529664251965264
CAPS_Bootstrap,P0CG29,0,8,16,1218,1218,0.514321979287157,0.527631783945966
CoMap,P0CG29,0,8,16,1218,1218,0.509852216748768,0.527731781413774
DCA,P0CG29,0,8,16,1218,1218,0.80520032031838,0.830850402757074
GaussDCA,P0CG29,0,8,16,1218,1218,0.791731714485239,0.822771748342571
ZMIp,P0CG29,0,8,16,1218,1218,0.725143981492716,0.762972193795565
PSICOV,P0CG29,0,8,16,1218,1218,0.710205227552773,0.730227018158194
PHACE,P0CG29,5,8,16,448,448,0.7547682158801,0.778659786330912
CAPS,P0CG29,5,8,16,448,448,0.5078125,0.514411920995696
CAPS_Bootstrap,P0CG29,5,8,16,448,448,0.507797552614796,0.515253452583619
CoMap,P0CG29,5,8,16,448,448,0.505580357142857,0.517282228745489
DCA,P0CG29,5,8,16,448,448,0.733772122130102,0.765030000146312
GaussDCA,P0CG29,5,8,16,448,448,0.714270766900509,0.750509253213383
ZMIp,P0CG29,5,8,16,448,448,0.685188137755102,0.733959424300732
PSICOV,P0CG29,5,8,16,448,448,0.635243941326531,0.631322801314468
PHACE,P0CG30,0,8,16,1227,1227,0.891709160036107,0.910468429405979
CAPS,P0CG30,0,8,16,1227,1227,0.517557615960901,0.540539253457841
CAPS_Bootstrap,P0CG30,0,8,16,1227,1227,0.517519423405328,0.538402516019185
CoMap,P0CG30,0,8,16,1227,1227,0.507334963325183,0.521719646699313
DCA,P0CG30,0,8,16,1227,1227,0.807735354151266,0.832914935325833
GaussDCA,P0CG30,0,8,16,1227,1227,0.796907930700771,0.82290851202501
ZMIp,P0CG30,0,8,16,1227,1227,0.736578305698529,0.769402790698059
PSICOV,P0CG30,0,8,16,1227,1227,0.707477571006603,0.721045507358085
PHACE,P0CG30,5,8,16,458,458,0.751058332220973,0.769002005272536
CAPS,P0CG30,5,8,16,458,458,0.508743158978662,0.523220415619457
CAPS_Bootstrap,P0CG30,5,8,16,458,458,0.508740775347533,0.522286205520712
CoMap,P0CG30,5,8,16,458,458,0.503275109170306,0.511011945698254
DCA,P0CG30,5,8,16,458,458,0.726630880417994,0.758790640868399
GaussDCA,P0CG30,5,8,16,458,458,0.712195610304915,0.742068486437491
ZMIp,P0CG30,5,8,16,458,458,0.691195820064453,0.721378032283878
PSICOV,P0CG30,5,8,16,458,458,0.641139566369825,0.630027706080858
PHACE,P0DP23,0,8,16,662,662,0.538207026222835,0.57011661149164
CAPS,P0DP23,0,8,16,662,662,0.528700906344411,0.565685973232723
CAPS_Bootstrap,P0DP23,0,8,16,662,662,0.528700906344411,0.565685973232723
CoMap,P0DP23,0,8,16,662,662,0.508317284435155,0.523270240930827
DCA,P0DP23,0,8,16,662,662,0.584466644152573,0.594393661988755
GaussDCA,P0DP23,0,8,16,662,662,0.572560035048968,0.56496913755282
ZMIp,P0DP23,0,8,16,662,662,0.565417895053897,0.55029800456319
PSICOV,P0DP23,0,8,16,662,662,0.553121092359508,0.546333585439589
PHACE,P0DP23,5,8,16,197,197,0.537504187173078,0.51991260685538
CAPS,P0DP23,5,8,16,197,197,0.50253807106599,0.508856417187696
CAPS_Bootstrap,P0DP23,5,8,16,197,197,0.50253807106599,0.508856417187696
CoMap,P0DP23,5,8,16,197,197,0.499987116390528,0.499019557459087
DCA,P0DP23,5,8,16,197,197,0.552784148006906,0.540183842137839
GaussDCA,P0DP23,5,8,16,197,197,0.543082790074467,0.541946435651146
ZMIp,P0DP23,5,8,16,197,197,0.507201937694864,0.528417557177985
PSICOV,P0DP23,5,8,16,197,197,0.526553119121854,0.533623670762962
PHACE,P0DP24,0,8,16,629,629,0.551679426550838,0.586367993518469
CAPS,P0DP24,0,8,16,629,629,0.530958621578653,0.566192571511426
CAPS_Bootstrap,P0DP24,0,8,16,629,629,0.531042030527675,0.569729333914485
CoMap,P0DP24,0,8,16,629,629,0.509538950715421,0.527002723781556
DCA,P0DP24,0,8,16,629,629,0.607674634327585,0.616292720961041
GaussDCA,P0DP24,0,8,16,629,629,0.601607265172215,0.592672947735712
ZMIp,P0DP24,0,8,16,629,629,0.602667569842357,0.581856061825727
PSICOV,P0DP24,0,8,16,629,629,0.584255676231735,0.574340027283474
PHACE,P0DP24,5,8,16,173,173,0.489424972434762,0.511252659232694
CAPS,P0DP24,5,8,16,173,173,0.502856761001036,0.504889965080186
CAPS_Bootstrap,P0DP24,5,8,16,173,173,0.502890173410405,0.508896596181688
CoMap,P0DP24,5,8,16,173,173,SameVal,0
DCA,P0DP24,5,8,16,173,173,0.606401817635069,0.568307225865262
GaussDCA,P0DP24,5,8,16,173,173,0.604747903371312,0.572413860830247
ZMIp,P0DP24,5,8,16,173,173,0.62310802231949,0.573604090303416
PSICOV,P0DP24,5,8,16,173,173,0.597347054696114,0.572610257553622
PHACE,P0DP25,0,8,16,629,629,0.551679426550838,0.586367993518469
CAPS,P0DP25,0,8,16,629,629,0.530958621578653,0.566192571511426
CAPS_Bootstrap,P0DP25,0,8,16,629,629,0.531039502983766,0.56968577433708
CoMap,P0DP25,0,8,16,629,629,0.509538950715421,0.527002723781556
DCA,P0DP25,0,8,16,629,629,0.607674634327585,0.616292720961041
GaussDCA,P0DP25,0,8,16,629,629,0.601607265172215,0.592672947735712
ZMIp,P0DP25,0,8,16,629,629,0.604386299700991,0.584102146503472
PSICOV,P0DP25,0,8,16,629,629,0.584255676231735,0.574340027283474
PHACE,P0DP25,5,8,16,173,173,0.489424972434762,0.511252659232694
CAPS,P0DP25,5,8,16,173,173,0.502856761001036,0.504889965080186
CAPS_Bootstrap,P0DP25,5,8,16,173,173,0.502890173410405,0.508896596181688
CoMap,P0DP25,5,8,16,173,173,SameVal,0
DCA,P0DP25,5,8,16,173,173,0.606401817635069,0.568307225865262
GaussDCA,P0DP25,5,8,16,173,173,0.604747903371312,0.572413860830247
ZMIp,P0DP25,5,8,16,173,173,0.626415850847005,0.581625754203495
PSICOV,P0DP25,5,8,16,173,173,0.597347054696114,0.572610257553622
PHACE,P10253,0,8,16,4587,4587,0.944459391758849,0.946372606186526
CAPS,P10253,0,8,16,4587,4587,0.60434696419094,0.668666336638364
CAPS_Bootstrap,P10253,0,8,16,4587,4587,0.603649383246242,0.661609372174854
CoMap,P10253,0,8,16,4587,4587,0.509590306231738,0.526391885135793
DCA,P10253,0,8,16,4587,4587,0.84814417328733,0.868263202173417
GaussDCA,P10253,0,8,16,4587,4587,0.838543434828213,0.860985069481
ZMIp,P10253,0,8,16,4587,4587,0.705429591756763,0.711303233359706
PSICOV,P10253,0,8,16,4587,4587,0.717091705076987,0.738659927045472
PHACE,P10253,5,8,16,2518,2518,0.921861721893088,0.931613746622276
CAPS,P10253,5,8,16,2518,2518,0.594996722564967,0.658314018873009
CAPS_Bootstrap,P10253,5,8,16,2518,2518,0.594074766526127,0.647996101949889
CoMap,P10253,5,8,16,2518,2518,0.509134233518666,0.526053324876661
DCA,P10253,5,8,16,2518,2518,0.80040420647273,0.825976323338264
GaussDCA,P10253,5,8,16,2518,2518,0.7916238980847,0.820254424102788
ZMIp,P10253,5,8,16,2518,2518,0.673705791691402,0.64862754735827
PSICOV,P10253,5,8,16,2518,2518,0.68170569832078,0.685364891785983
PHACE,P10415,0,8,16,649,649,0.864869741524831,0.895020087798592
CAPS,P10415,0,8,16,649,649,0.56953212361794,0.62757428699744
CAPS_Bootstrap,P10415,0,8,16,649,649,0.569483453268155,0.625343537431166
CoMap,P10415,0,8,16,649,649,0.509252114786052,0.525271055022707
DCA,P10415,0,8,16,649,649,0.785342389975334,0.786195203853228
GaussDCA,P10415,0,8,16,649,649,0.774561313956994,0.778139552366772
ZMIp,P10415,0,8,16,649,649,0.631370770724666,0.61662479117303
PSICOV,P10415,0,8,16,649,649,0.622166139206697,0.676286393122984
PHACE,P10415,5,8,16,176,176,0.649890237603306,0.693212688033535
CAPS,P10415,5,8,16,176,176,0.519821797520661,0.541596432346047
CAPS_Bootstrap,P10415,5,8,16,176,176,0.519757231404959,0.535354317069524
CoMap,P10415,5,8,16,176,176,0.514204545454545,0.537412778446837
DCA,P10415,5,8,16,176,176,0.719137396694215,0.729604014844984
GaussDCA,P10415,5,8,16,176,176,0.685627582644628,0.70054818561866
ZMIp,P10415,5,8,16,176,176,0.648663481404959,0.600542952747364
PSICOV,P10415,5,8,16,176,176,0.476142820247934,0.509301833432978
PHACE,P10632,0,8,16,2360,2360,0.873911411950591,0.907912939097261
CAPS,P10632,0,8,16,2360,2360,0.592048800632002,0.657227174437842
CAPS_Bootstrap,P10632,0,8,16,2360,2360,0.591780289428325,0.652962398744851
CoMap,P10632,0,8,16,2360,2360,0.510812625682275,0.529859706015634
DCA,P10632,0,8,16,2360,2360,0.80801044958345,0.828058299423442
GaussDCA,P10632,0,8,16,2360,2360,0.787693909796037,0.811903595726243
ZMIp,P10632,0,8,16,2360,2360,0.685626077276644,0.690687426202715
PSICOV,P10632,0,8,16,2360,2360,0.692265333237576,0.702891696634356
PHACE,P10632,5,8,16,956,956,0.705018732165055,0.762519322750484
CAPS,P10632,5,8,16,956,956,0.554009252289001,0.603903100682523
CAPS_Bootstrap,P10632,5,8,16,956,956,0.553820508219394,0.598253561505792
CoMap,P10632,5,8,16,956,956,0.50418410041841,0.51355767479175
DCA,P10632,5,8,16,956,956,0.739244323453721,0.762844157102485
GaussDCA,P10632,5,8,16,956,956,0.711472138092821,0.743336509739608
ZMIp,P10632,5,8,16,956,956,0.686961669088426,0.691790904872691
PSICOV,P10632,5,8,16,956,956,0.57800491500499,0.57555792153958
PHACE,P10635,0,8,16,2381,2381,0.833623529125384,0.863066811503976
CAPS,P10635,0,8,16,2381,2381,0.526847094305489,0.560270551061129
CAPS_Bootstrap,P10635,0,8,16,2381,2381,0.526630836555885,0.553478261744053
CoMap,P10635,0,8,16,2381,2381,0.507769844603108,0.522785216698834
DCA,P10635,0,8,16,2381,2381,0.797779777289792,0.810981784590518
GaussDCA,P10635,0,8,16,2381,2381,0.783752481187253,0.79873085077328
ZMIp,P10635,0,8,16,2381,2381,0.601686563496786,0.607806649740679
PSICOV,P10635,0,8,16,2381,2381,0.636899445967402,0.650415241255065
PHACE,P10635,5,8,16,979,979,0.70819695735053,0.745848805062345
CAPS,P10635,5,8,16,979,979,0.508263419448876,0.523945250437034
CAPS_Bootstrap,P10635,5,8,16,979,979,0.508178907204512,0.519364670704627
CoMap,P10635,5,8,16,979,979,0.507660878447395,0.522519375509788
DCA,P10635,5,8,16,979,979,0.754688081999832,0.768274757900637
GaussDCA,P10635,5,8,16,979,979,0.736242502146715,0.751978324375672
ZMIp,P10635,5,8,16,979,979,0.498040046283496,0.514185156690229
PSICOV,P10635,5,8,16,979,979,0.538637224409223,0.547161581124654
PHACE,P10746,0,8,16,1338,1338,0.908091299286574,0.92420890457518
CAPS,P10746,0,8,16,1338,1338,0.542683846447747,0.589334659498586
CAPS_Bootstrap,P10746,0,8,16,1338,1338,0.542655917293955,0.588950762412152
CoMap,P10746,0,8,16,1338,1338,0.50746294918458,0.51857698242367
DCA,P10746,0,8,16,1338,1338,0.763698132768494,0.781582611250609
GaussDCA,P10746,0,8,16,1338,1338,0.757564332012845,0.775061566437007
ZMIp,P10746,0,8,16,1338,1338,0.584151098956343,0.601128819476851
PSICOV,P10746,0,8,16,1338,1338,0.716232815191672,0.725608342092898
PHACE,P10746,5,8,16,584,584,0.810110363107525,0.833000228229395
CAPS,P10746,5,8,16,584,584,0.533387478889097,0.568941502084492
CAPS_Bootstrap,P10746,5,8,16,584,584,0.533380148714581,0.568001900120859
CoMap,P10746,5,8,16,584,584,0.504280821917808,0.513822364460898
DCA,P10746,5,8,16,584,584,0.707751806155001,0.727690209300152
GaussDCA,P10746,5,8,16,584,584,0.698545106961906,0.717720558090943
ZMIp,P10746,5,8,16,584,584,0.552533894726966,0.5772644253743
PSICOV,P10746,5,8,16,584,584,0.670664055169826,0.651665074744297
PHACE,P10768,0,8,16,1527,1527,0.948190806049928,0.950482806720937
CAPS,P10768,0,8,16,1527,1527,0.709651293096239,0.775605829100905
CAPS_Bootstrap,P10768,0,8,16,1527,1527,0.708405650913978,0.767983465173046
CoMap,P10768,0,8,16,1527,1527,0.514734774066798,0.538542904109626
DCA,P10768,0,8,16,1527,1527,0.867006843419625,0.882863018107854
GaussDCA,P10768,0,8,16,1527,1527,0.856493829257174,0.876821663192227
ZMIp,P10768,0,8,16,1527,1527,0.708154335259372,0.730122348798477
PSICOV,P10768,0,8,16,1527,1527,0.77146679566965,0.800123032706523
PHACE,P10768,5,8,16,772,772,0.914558108942522,0.914487935017893
CAPS,P10768,5,8,16,772,772,0.693146124728181,0.757627536534921
CAPS_Bootstrap,P10768,5,8,16,772,772,0.690815525249,0.743455886770317
CoMap,P10768,5,8,16,772,772,0.511658031088083,0.531843539568978
DCA,P10768,5,8,16,772,772,0.812181199495287,0.82835481377075
GaussDCA,P10768,5,8,16,772,772,0.794072491878976,0.817943903254951
ZMIp,P10768,5,8,16,772,772,0.683009946575747,0.700295281927649
PSICOV,P10768,5,8,16,772,772,0.689295350210745,0.721752467184347
PHACE,P10828,0,8,16,1238,1238,0.865983881449312,0.901567267551685
CAPS,P10828,0,8,16,1238,1238,0.668420063628605,0.738637281823451
CAPS_Bootstrap,P10828,0,8,16,1238,1238,0.66745114977777,0.730200385697131
CoMap,P10828,0,8,16,1238,1238,0.515347334410339,0.539836963153468
DCA,P10828,0,8,16,1238,1238,0.788186297665993,0.803898644443155
GaussDCA,P10828,0,8,16,1238,1238,0.79208805175892,0.810145166545165
ZMIp,P10828,0,8,16,1238,1238,0.60261548017674,0.612395757193375
PSICOV,P10828,0,8,16,1238,1238,0.59938968214406,0.625947756706926
PHACE,P10828,5,8,16,423,423,0.638459947800525,0.676668429458516
CAPS,P10828,5,8,16,423,423,0.550229420608174,0.596309679203882
CAPS_Bootstrap,P10828,5,8,16,423,423,0.549740399823394,0.586967365394423
CoMap,P10828,5,8,16,423,423,0.508274231678487,0.524006105828813
DCA,P10828,5,8,16,423,423,0.664246712383123,0.676938815123388
GaussDCA,P10828,5,8,16,423,423,0.662989230365116,0.678128047582631
ZMIp,P10828,5,8,16,423,423,0.546767153451928,0.544272200950729
PSICOV,P10828,5,8,16,423,423,0.522944855221904,0.520143245143749
PHACE,P11086,0,8,16,1389,1389,0.862375934331306,0.891726074081364
CAPS,P11086,0,8,16,1389,1389,0.606270029715117,0.664758753593426
CAPS_Bootstrap,P11086,0,8,16,1389,1389,0.606185284874834,0.663233426625096
CoMap,P11086,0,8,16,1389,1389,0.509718185828071,0.526873974926355
DCA,P11086,0,8,16,1389,1389,0.790814488620611,0.803639997653984
GaussDCA,P11086,0,8,16,1389,1389,0.78388225702203,0.80097454821214
ZMIp,P11086,0,8,16,1389,1389,0.582014086821219,0.578249282508053
PSICOV,P11086,0,8,16,1389,1389,0.619834128172554,0.681121412928173
PHACE,P11086,5,8,16,644,644,0.749635912966319,0.78411039692467
CAPS,P11086,5,8,16,644,644,0.572778827977316,0.624955727740532
CAPS_Bootstrap,P11086,5,8,16,644,644,0.572508776667567,0.620505414950796
CoMap,P11086,5,8,16,644,644,0.506211180124224,0.518905142461573
DCA,P11086,5,8,16,644,644,0.704964121754563,0.718621247542225
GaussDCA,P11086,5,8,16,644,644,0.689277034065043,0.706766478312104
ZMIp,P11086,5,8,16,644,644,0.497585210832915,0.500073385864608
PSICOV,P11086,5,8,16,644,644,0.548312661548551,0.578384665609214
PHACE,P11166,0,8,16,2511,2511,0.90384149645979,0.926836469814107
CAPS,P11166,0,8,16,2511,2511,0.589348404257428,0.654110603364472
CAPS_Bootstrap,P11166,0,8,16,2511,2511,0.588772998963858,0.648588045687219
CoMap,P11166,0,8,16,2511,2511,0.511150935882119,0.530703749434864
DCA,P11166,0,8,16,2511,2511,0.783128824966246,0.798700292962333
GaussDCA,P11166,0,8,16,2511,2511,0.772672562509105,0.791808400200256
ZMIp,P11166,0,8,16,2511,2511,0.633543749596558,0.637785319602265
PSICOV,P11166,0,8,16,2511,2511,0.673936550940099,0.679081599618862
PHACE,P11166,5,8,16,911,911,0.755241763975126,0.788883115846419
CAPS,P11166,5,8,16,911,911,0.532554303361404,0.569742010399191
CAPS_Bootstrap,P11166,5,8,16,911,911,0.53225788960636,0.561605592736749
CoMap,P11166,5,8,16,911,911,0.50768386388584,0.522575515546671
DCA,P11166,5,8,16,911,911,0.707460107648801,0.724232455555921
GaussDCA,P11166,5,8,16,911,911,0.698388159836901,0.721488835354483
ZMIp,P11166,5,8,16,911,911,0.580927582263853,0.575657807540579
PSICOV,P11166,5,8,16,911,911,0.562915024442085,0.561465170755055
PHACE,P11233,0,8,16,852,852,0.785498495668848,0.825726608148307
CAPS,P11233,0,8,16,852,852,0.580990048270846,0.637609032006337
CAPS_Bootstrap,P11233,0,8,16,852,852,0.580991425863475,0.629930927363886
CoMap,P11233,0,8,16,852,852,0.514084507042254,0.537155603215903
DCA,P11233,0,8,16,852,852,0.777148217946176,0.780008798621585
GaussDCA,P11233,0,8,16,852,852,0.760466948797637,0.76592705492648
ZMIp,P11233,0,8,16,852,852,0.585981066366903,0.611550830790265
PSICOV,P11233,0,8,16,852,852,0.633202875311335,0.629923974999997
PHACE,P11233,5,8,16,395,395,0.615696202531645,0.631307234857221
CAPS,P11233,5,8,16,395,395,0.510184265342093,0.522231498848448
CAPS_Bootstrap,P11233,5,8,16,395,395,0.510181060727448,0.520886060807767
CoMap,P11233,5,8,16,395,395,0.505063291139241,0.515925799367283
DCA,P11233,5,8,16,395,395,0.694606633552314,0.682558919339604
GaussDCA,P11233,5,8,16,395,395,0.687466752123057,0.68006821857047
ZMIp,P11233,5,8,16,395,395,0.524371094375901,0.524874304014241
PSICOV,P11233,5,8,16,395,395,0.518147732735138,0.513908904280126
PHACE,P11245,0,8,16,1452,1452,0.790952348427932,0.797988025045171
CAPS,P11245,0,8,16,1452,1452,0.513097020164075,0.531653817646061
CAPS_Bootstrap,P11245,0,8,16,1452,1452,0.513118838649455,0.532228567543492
CoMap,P11245,0,8,16,1452,1452,0.502408096745061,0.506805280065736
DCA,P11245,0,8,16,1452,1452,0.701199637243966,0.702169371540214
GaussDCA,P11245,0,8,16,1452,1452,0.69733017629336,0.697544983395707
ZMIp,P11245,0,8,16,1452,1452,0.575825402788212,0.585920349304079
PSICOV,P11245,0,8,16,1452,1452,0.667456638131883,0.666981791941607
PHACE,P11245,5,8,16,726,726,0.755226950193141,0.757494812829864
CAPS,P11245,5,8,16,726,726,0.507566271277766,0.518215575669545
CAPS_Bootstrap,P11245,5,8,16,726,726,0.507581449354552,0.519574044585394
CoMap,P11245,5,8,16,726,726,0.501375513208721,0.504182288212963
DCA,P11245,5,8,16,726,726,0.652725603138826,0.66192215299271
GaussDCA,P11245,5,8,16,726,726,0.651224870796622,0.662101516583986
ZMIp,P11245,5,8,16,726,726,0.584758175291609,0.605191986666787
PSICOV,P11245,5,8,16,726,726,0.633295767593288,0.64162146653069
PHACE,P11413,0,8,16,2426,2426,0.828204549640508,0.861626475764869
CAPS,P11413,0,8,16,2426,2426,0.549302639242773,0.598153665718339
CAPS_Bootstrap,P11413,0,8,16,2426,2426,0.549028999523573,0.592299772939364
